M,K,time,A,B
512,512,4.96036,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,4.7194,./dataset/512_512_70.tns,./dataset/512_512_70.tns
512,512,4.53933,./dataset/512_512_70.tns,./dataset/512_512_70.tns
4096,4096,707.519,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,710.682,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,709.262,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,703.749,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,709.359,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,739.746,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,706.977,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,703.341,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,704.029,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
4096,4096,713.429,./dataset/4096_4096_30.tns,./dataset/4096_4096_30.tns
1024,1024,22.4642,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.7154,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.5943,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,23.7858,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,25.1324,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,24.3478,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,25.4789,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,24.9295,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
1024,1024,22.3262,./dataset/1024_1024_80.tns,./dataset/1024_1024_80.tns
